Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of T cell activation (GO:0050868)	2/45	1.539770e-01	2.826079e-01	0	0	2.966928e+00	5.550980e+00	GPNMB;LAX1
GO_Biological_Process_2021	positive regulation of Notch signaling pathway (GO:0045747)	2/45	1.539770e-01	2.826079e-01	0	0	2.966928e+00	5.550980e+00	ELF3;NOTCH4
GO_Biological_Process_2021	actin filament network formation (GO:0051639)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	PLS1
GO_Biological_Process_2021	pyrimidine nucleoside catabolic process (GO:0046135)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	UPB1
GO_Biological_Process_2021	B cell mediated immunity (GO:0019724)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	MSH2
GO_Biological_Process_2021	regulation of cardiac muscle cell apoptotic process (GO:0010665)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	LTK
GO_Biological_Process_2021	regulation of cardiac muscle cell differentiation (GO:2000725)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	BMP2
GO_Biological_Process_2021	cellular glucan metabolic process (GO:0006073)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	PPP1R3C
GO_Biological_Process_2021	regulation of gene expression by genetic imprinting (GO:0006349)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	DIRAS3
GO_Biological_Process_2021	complement receptor mediated signaling pathway (GO:0002430)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	FPR1
GO_Biological_Process_2021	regulation of melanin biosynthetic process (GO:0048021)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	CDH3
GO_Biological_Process_2021	cyclooxygenase pathway (GO:0019371)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	PTGS2
GO_Biological_Process_2021	regulation of mesenchymal cell proliferation (GO:0010464)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	FGFR2
GO_Biological_Process_2021	cytidine to uridine editing (GO:0016554)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	APOBEC3B
GO_Biological_Process_2021	regulation of monocyte chemotactic protein-1 production (GO:0071637)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	IL1B
GO_Biological_Process_2021	desensitization of G protein-coupled receptor signaling pathway (GO:0002029)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	ADM
GO_Biological_Process_2021	enteric nervous system development (GO:0048484)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	EDNRB
GO_Biological_Process_2021	regulation of T-helper 2 cell cytokine production (GO:2000551)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	IL6
GO_Biological_Process_2021	regulation of toll-like receptor 2 signaling pathway (GO:0034135)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	TNFAIP3
GO_Biological_Process_2021	Golgi inheritance (GO:0048313)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	PLK3
GO_Biological_Process_2021	response to corticosteroid (GO:0031960)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	IL6
GO_Biological_Process_2021	induction of positive chemotaxis (GO:0050930)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	VEGFC
GO_Biological_Process_2021	inositol phosphate biosynthetic process (GO:0032958)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	ITPKC
GO_Biological_Process_2021	insulin-like growth factor receptor signaling pathway (GO:0048009)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	IGF1
GO_Biological_Process_2021	interleukin-35-mediated signaling pathway (GO:0070757)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	IL12A
GO_Biological_Process_2021	isotype switching (GO:0045190)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	MSH2
GO_Biological_Process_2021	lipoprotein catabolic process (GO:0042159)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	LYPLA1
GO_Biological_Process_2021	T cell chemotaxis (GO:0010818)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	CCR2
GO_Biological_Process_2021	tetrahydrofolate metabolic process (GO:0046653)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	TYMS
GO_Biological_Process_2021	mesonephros development (GO:0001823)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	BMP4
GO_Biological_Process_2021	midbrain dopaminergic neuron differentiation (GO:1904948)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	NR4A2
GO_Biological_Process_2021	UDP-N-acetylglucosamine biosynthetic process (GO:0006048)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	GFPT2
GO_Biological_Process_2021	myotube cell development (GO:0014904)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	IGF1
GO_Biological_Process_2021	negative regulation of activin receptor signaling pathway (GO:0032926)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	FSTL3
GO_Biological_Process_2021	negative regulation of interleukin-17 production (GO:0032700)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	IL12A
GO_Biological_Process_2021	negative regulation of nuclear division (GO:0051784)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	BMP4
GO_Biological_Process_2021	negative regulation of oxidative stress-induced neuron death (GO:1903204)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	NR4A3
GO_Biological_Process_2021	negative regulation of programmed necrotic cell death (GO:0062099)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	PELI1
GO_Biological_Process_2021	negative regulation of protein localization to cell surface (GO:2000009)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	GPM6B
GO_Biological_Process_2021	negative regulation of response to cytokine stimulus (GO:0060761)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	KLF4
GO_Biological_Process_2021	negative regulation of steroid biosynthetic process (GO:0010894)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	BMP2
GO_Biological_Process_2021	PERK-mediated unfolded protein response (GO:0036499)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	CCL2
GO_Biological_Process_2021	positive regulation of chondrocyte differentiation (GO:0032332)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	ACVRL1
GO_Biological_Process_2021	positive regulation of epidermal growth factor-activated receptor activity (GO:0045741)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	HBEGF
GO_Biological_Process_2021	positive regulation of integrin activation (GO:0033625)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	RASIP1
GO_Biological_Process_2021	positive regulation of keratinocyte proliferation (GO:0010838)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	CDH3
GO_Biological_Process_2021	positive regulation of neuroblast proliferation (GO:0002052)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	CX3CL1
GO_Biological_Process_2021	positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	CCL2
GO_Biological_Process_2021	positive regulation of posttranscriptional gene silencing (GO:0060148)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	ZFP36
GO_Biological_Process_2021	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	ATF3
GO_Biological_Process_2021	protein kinase C signaling (GO:0070528)	1/11	1.579181e-01	2.826079e-01	0	0	6.368932e+00	1.175500e+01	PDGFB
GO_Biological_Process_2021	regulation of synaptic transmission, glutamatergic (GO:0051966)	2/46	1.594167e-01	2.846887e-01	0	0	2.899351e+00	5.323885e+00	CCL2;CCR2
GO_Biological_Process_2021	interleukin-12-mediated signaling pathway (GO:0035722)	2/46	1.594167e-01	2.846887e-01	0	0	2.899351e+00	5.323885e+00	RALA;IL12A
GO_Biological_Process_2021	postreplication repair (GO:0006301)	2/46	1.594167e-01	2.846887e-01	0	0	2.899351e+00	5.323885e+00	PCNA;MSH2
GO_Biological_Process_2021	antigen receptor-mediated signaling pathway (GO:0050851)	5/185	1.607023e-01	2.867831e-01	0	0	1.776867e+00	3.248472e+00	BTK;BLNK;PDE4B;CD38;LAX1
GO_Biological_Process_2021	negative regulation of protein kinase activity (GO:0006469)	3/90	1.638050e-01	2.919104e-01	0	0	2.201842e+00	3.983305e+00	PTPRB;PTPRO;TRIB1
GO_Biological_Process_2021	negative regulation of translation (GO:0017148)	3/90	1.638050e-01	2.919104e-01	0	0	2.201842e+00	3.983305e+00	ENC1;GZMB;TYMS
GO_Biological_Process_2021	determination of heart left/right asymmetry (GO:0061371)	2/47	1.648915e-01	2.923981e-01	0	0	2.834776e+00	5.109593e+00	NDRG4;SOX17
GO_Biological_Process_2021	regulation of protein localization to nucleus (GO:1900180)	2/47	1.648915e-01	2.923981e-01	0	0	2.834776e+00	5.109593e+00	BMP4;LIF
GO_Biological_Process_2021	positive regulation of supramolecular fiber organization (GO:1902905)	3/91	1.675796e-01	2.923981e-01	0	0	2.176710e+00	3.888251e+00	CSF3;EDN1;CX3CL1
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	8/345	1.688355e-01	2.923981e-01	0	0	1.521253e+00	2.706051e+00	SOCS2;BMP4;SPSB1;IL6;STC2;ASB9;MSLN;FSTL3
GO_Biological_Process_2021	cellular response to interleukin-12 (GO:0071349)	2/48	1.703989e-01	2.923981e-01	0	0	2.773010e+00	4.907154e+00	RALA;IL12A
GO_Biological_Process_2021	regulation of interleukin-10 production (GO:0032653)	2/48	1.703989e-01	2.923981e-01	0	0	2.773010e+00	4.907154e+00	IL6;AGER
GO_Biological_Process_2021	regulation of protein metabolic process (GO:0051246)	2/48	1.703989e-01	2.923981e-01	0	0	2.773010e+00	4.907154e+00	KLF4;KLF2
GO_Biological_Process_2021	negative regulation of mitotic cell cycle (GO:0045930)	2/48	1.703989e-01	2.923981e-01	0	0	2.773010e+00	4.907154e+00	BMP4;ZWINT
GO_Biological_Process_2021	protein mono-ADP-ribosylation (GO:0140289)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	TIPARP
GO_Biological_Process_2021	amino sugar biosynthetic process (GO:0046349)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	GFPT2
GO_Biological_Process_2021	pyrimidine-containing compound metabolic process (GO:0072527)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	SLC19A2
GO_Biological_Process_2021	angiotensin maturation (GO:0002003)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	CTSZ
GO_Biological_Process_2021	regulation of angiotensin levels in blood (GO:0002002)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	CTSZ
GO_Biological_Process_2021	regulation of B cell apoptotic process (GO:0002902)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	BTK
GO_Biological_Process_2021	brain morphogenesis (GO:0048854)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	SLC6A4
GO_Biological_Process_2021	cardiocyte differentiation (GO:0035051)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	BMP2
GO_Biological_Process_2021	catecholamine biosynthetic process (GO:0042423)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	MOXD1
GO_Biological_Process_2021	cell cycle checkpoint signaling (GO:0000075)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	ZWINT
GO_Biological_Process_2021	regulation of dendritic cell differentiation (GO:2001198)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	AGER
GO_Biological_Process_2021	cellular response to growth hormone stimulus (GO:0071378)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	SOCS2
GO_Biological_Process_2021	regulation of feeding behavior (GO:0060259)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	NR4A3
GO_Biological_Process_2021	regulation of glycogen metabolic process (GO:0070873)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	PPP1R3C
GO_Biological_Process_2021	cellular response to nitrogen levels (GO:0043562)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	MAP1LC3C
GO_Biological_Process_2021	cellular response to nitrogen starvation (GO:0006995)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	MAP1LC3C
GO_Biological_Process_2021	regulation of histone H3-K9 methylation (GO:0051570)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	MYB
GO_Biological_Process_2021	cellular response to thyroid hormone stimulus (GO:0097067)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	KLF9
GO_Biological_Process_2021	regulation of MHC class II biosynthetic process (GO:0045346)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	PF4
GO_Biological_Process_2021	regulation of natural killer cell activation (GO:0032814)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	IL12A
GO_Biological_Process_2021	regulation of sensory perception (GO:0051931)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	TMEM100
GO_Biological_Process_2021	glomerular visceral epithelial cell differentiation (GO:0072112)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	PTPRO
GO_Biological_Process_2021	regulation of triglyceride catabolic process (GO:0010896)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	AADAC
GO_Biological_Process_2021	regulation of ventricular cardiac muscle cell action potential (GO:0098911)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	DSG2
GO_Biological_Process_2021	replicative senescence (GO:0090399)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	SERPINE1
GO_Biological_Process_2021	homocysteine metabolic process (GO:0050667)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	NOX4
GO_Biological_Process_2021	keratan sulfate catabolic process (GO:0042340)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	PRELP
GO_Biological_Process_2021	lysine catabolic process (GO:0006554)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	CRYM
GO_Biological_Process_2021	lysine metabolic process (GO:0006553)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	CRYM
GO_Biological_Process_2021	tricarboxylic acid metabolic process (GO:0072350)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	IDH1
GO_Biological_Process_2021	microtubule anchoring at microtubule organizing center (GO:0072393)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	CCDC68
GO_Biological_Process_2021	mitochondrion distribution (GO:0048311)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	ARMC1
GO_Biological_Process_2021	mitotic G1/S transition checkpoint signaling (GO:0044819)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	PLK3
GO_Biological_Process_2021	mitotic nuclear membrane disassembly (GO:0007077)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	CCNB1
GO_Biological_Process_2021	modulation by host of viral process (GO:0044788)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	PTX3
GO_Biological_Process_2021	negative regulation by host of viral process (GO:0044793)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	PTX3
GO_Biological_Process_2021	negative regulation of cardiac muscle hypertrophy (GO:0010614)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	RGS2
GO_Biological_Process_2021	negative regulation of cellular response to vascular endothelial growth factor stimulus (GO:1902548)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	IL12A
GO_Biological_Process_2021	negative regulation of glucose transmembrane transport (GO:0010829)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	IL1B
GO_Biological_Process_2021	negative regulation of heart contraction (GO:0045822)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	AGTR2
GO_Biological_Process_2021	negative regulation of leukocyte chemotaxis (GO:0002689)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	DUSP1
GO_Biological_Process_2021	negative regulation of microtubule polymerization (GO:0031115)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	CDH5
GO_Biological_Process_2021	negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	IL6
GO_Biological_Process_2021	negative regulation of vascular permeability (GO:0043116)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	CLDN5
GO_Biological_Process_2021	neurotransmitter uptake (GO:0001504)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	SLC22A3
GO_Biological_Process_2021	nucleoside catabolic process (GO:0009164)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	UPB1
GO_Biological_Process_2021	nucleotide-sugar metabolic process (GO:0009225)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	GFPT2
GO_Biological_Process_2021	positive regulation of fatty acid oxidation (GO:0046321)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	NR4A3
GO_Biological_Process_2021	positive regulation of leukocyte proliferation (GO:0070665)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	IL12A
GO_Biological_Process_2021	positive regulation of protein depolymerization (GO:1901881)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	NES
GO_Biological_Process_2021	positive regulation of ubiquitin protein ligase activity (GO:1904668)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	CDC20
GO_Biological_Process_2021	protein auto-ADP-ribosylation (GO:0070213)	1/12	1.709776e-01	2.923981e-01	0	0	5.789644e+00	1.022580e+01	TIPARP
GO_Biological_Process_2021	regulation of lipid metabolic process (GO:0019216)	3/92	1.713794e-01	2.928884e-01	0	0	2.152143e+00	3.796112e+00	NPC2;IL1B;RORA
GO_Biological_Process_2021	receptor internalization (GO:0031623)	2/49	1.759367e-01	2.996831e-01	0	0	2.713871e+00	4.715707e+00	RAMP3;ADM
GO_Biological_Process_2021	regulation of interferon-beta production (GO:0032648)	2/49	1.759367e-01	2.996831e-01	0	0	2.713871e+00	4.715707e+00	IRF1;TLR7
GO_Biological_Process_2021	response to unfolded protein (GO:0006986)	2/49	1.759367e-01	2.996831e-01	0	0	2.713871e+00	4.715707e+00	HSPB8;BAX
GO_Biological_Process_2021	positive regulation of reactive oxygen species metabolic process (GO:2000379)	2/49	1.759367e-01	2.996831e-01	0	0	2.713871e+00	4.715707e+00	PDGFB;THBS1
GO_Biological_Process_2021	negative regulation of Wnt signaling pathway (GO:0030178)	5/191	1.759445e-01	2.996831e-01	0	0	1.719020e+00	2.986946e+00	BMP2;SOX17;WIF1;IGFBP2;PTPRO
GO_Biological_Process_2021	negative regulation of cell death (GO:0060548)	3/94	1.790520e-01	3.031730e-01	0	0	2.104628e+00	3.620127e+00	BMP4;GPNMB;AGR2
GO_Biological_Process_2021	regulation of cellular component movement (GO:0051270)	2/50	1.815025e-01	3.031730e-01	0	0	2.657197e+00	4.534469e+00	ABL2;HBEGF
GO_Biological_Process_2021	regulation of complement activation (GO:0030449)	2/50	1.815025e-01	3.031730e-01	0	0	2.657197e+00	4.534469e+00	IL1B;CFI
GO_Biological_Process_2021	positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	2/50	1.815025e-01	3.031730e-01	0	0	2.657197e+00	4.534469e+00	NEDD9;LIMS2
GO_Biological_Process_2021	negative regulation of DNA-binding transcription factor activity (GO:0043433)	4/143	1.821105e-01	3.031730e-01	0	0	1.838623e+00	3.131435e+00	TNFAIP3;HES1;TRIB1;KLF4
GO_Biological_Process_2021	purine-containing compound salvage (GO:0043101)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	AMPD1
GO_Biological_Process_2021	AMP metabolic process (GO:0046033)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	AMPD1
GO_Biological_Process_2021	atrial cardiac muscle cell action potential (GO:0086014)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	KCNN2
GO_Biological_Process_2021	cardiac cell development (GO:0055006)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	CXADR
GO_Biological_Process_2021	regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	KLF4
GO_Biological_Process_2021	cardiac right ventricle morphogenesis (GO:0003215)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	BMP4
GO_Biological_Process_2021	cellular biogenic amine metabolic process (GO:0006576)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	SLC22A3
GO_Biological_Process_2021	cellular response to interleukin-15 (GO:0071350)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	IL15RA
GO_Biological_Process_2021	regulation of leukocyte adhesion to vascular endothelial cell (GO:1904994)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	IL6
GO_Biological_Process_2021	detection of calcium ion (GO:0005513)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	KCNMB4
GO_Biological_Process_2021	DNA deamination (GO:0045006)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	APOBEC3B
GO_Biological_Process_2021	regulation of nucleocytoplasmic transport (GO:0046822)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	BMP4
GO_Biological_Process_2021	DNA replication-independent nucleosome organization (GO:0034724)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	HIRA
GO_Biological_Process_2021	regulation of oxidoreductase activity (GO:0051341)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	ABL2
GO_Biological_Process_2021	endochondral bone morphogenesis (GO:0060350)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	BMP4
GO_Biological_Process_2021	entry into host (GO:0044409)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	CCR5
GO_Biological_Process_2021	regulation of T cell differentiation in thymus (GO:0033081)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	BMP4
GO_Biological_Process_2021	glucose import (GO:0046323)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	SLC2A3
GO_Biological_Process_2021	relaxation of cardiac muscle (GO:0055119)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	RGS2
GO_Biological_Process_2021	response to thyroid hormone (GO:0097066)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	KLF9
GO_Biological_Process_2021	interleukin-15-mediated signaling pathway (GO:0035723)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	IL15RA
GO_Biological_Process_2021	intracellular sterol transport (GO:0032366)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	NPC2
GO_Biological_Process_2021	sphingoid biosynthetic process (GO:0046520)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	SPHK1
GO_Biological_Process_2021	sphingosine biosynthetic process (GO:0046512)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	SPHK1
GO_Biological_Process_2021	lymphocyte mediated immunity (GO:0002449)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	MSH2
GO_Biological_Process_2021	mature B cell differentiation involved in immune response (GO:0002313)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	IL6
GO_Biological_Process_2021	toll-like receptor 9 signaling pathway (GO:0034162)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	TLR7
GO_Biological_Process_2021	mitochondrial outer membrane permeabilization (GO:0097345)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	BAX
GO_Biological_Process_2021	UDP-N-acetylglucosamine metabolic process (GO:0006047)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	GFPT2
GO_Biological_Process_2021	muscle tissue development (GO:0060537)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	BMP4
GO_Biological_Process_2021	myelination in peripheral nervous system (GO:0022011)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	PRX
GO_Biological_Process_2021	negative regulation by host of viral transcription (GO:0043922)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	JUN
GO_Biological_Process_2021	negative regulation of alcohol biosynthetic process (GO:1902931)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	BMP2
GO_Biological_Process_2021	negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	SPRY4
GO_Biological_Process_2021	negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	PPP1R15A
GO_Biological_Process_2021	negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	NR4A3
GO_Biological_Process_2021	negative regulation of mononuclear cell migration (GO:0071676)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	DUSP1
GO_Biological_Process_2021	negative regulation of myoblast differentiation (GO:0045662)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	BMP4
GO_Biological_Process_2021	negative regulation of stem cell differentiation (GO:2000737)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	HES1
GO_Biological_Process_2021	negative regulation of substrate adhesion-dependent cell spreading (GO:1900025)	1/13	1.838351e-01	3.031730e-01	0	0	5.306904e+00	8.988388e+00	SPRY4
